Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
11:10:28,7/30/2023,894851515,4942720815,13771.36,Swiss franc,UK pounds,Switzerland,UK,Cross-border,0,Normal_Plus_Mutual
22:51:56,12/14/2022,8289139941,7436550444,253.9,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
9:51:11,2/8/2023,1102397202,8678824794,7032.64,UK pounds,UK pounds,UK,UK,Credit card,1,Layered_Fan_In
11:08:44,12/24/2022,4803642115,7106200562,2907.02,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,1,Behavioural_Change_1
19:56:13,6/23/2023,7988937022,8900729702,7672.17,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
17:40:59,1/10/2023,9056059200,1820923976,36828.85,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
20:48:53,10/10/2022,8868041379,7573341850,10985.43,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
8:30:22,3/17/2023,1503500920,2225320089,11246.17,UK pounds,UK pounds,UK,UK,Debit card,1,Bipartite
8:40:22,7/20/2023,4165469029,812023082,2844.41,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
12:13:16,12/11/2022,7263384547,5794331781,4486.16,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,1,Deposit-Send
20:35:50,10/14/2022,403526894,1181210781,2254.57,UK pounds,Euro,UK,Netherlands,Cross-border,1,Behavioural_Change_1
20:40:34,12/21/2022,4255258951,35328673,8380.38,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
10:15:24,7/14/2023,1483698958,2487415444,5243.21,US dollar,UK pounds,UK,UK,Debit card,1,Structuring
0:23:10,11/23/2022,3764972093,7129026374,158760.33,UK pounds,UK pounds,UK,UK,Credit card,1,Single_large
19:07:02,5/20/2023,7042623316,6593009095,6981.8,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
13:29:03,12/8/2022,7145261850,655860669,4899.17,Euro,Turkish lira,Germany,Turkey,Cross-border,0,Normal_Fan_Out
15:39:10,10/16/2022,6981910149,434351836,7657.65,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring
23:59:45,11/4/2022,7691454895,2363419650,6565.73,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
16:57:32,10/19/2022,8768279763,5093242276,551.96,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
4:45:01,1/3/2023,7516627308,7814679082,19415.98,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
15:06:56,6/13/2023,7754711202,4345836865,1967.44,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
16:15:01,11/7/2022,3559909418,1618355296,14063.61,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
10:03:48,10/19/2022,3895306575,4810948357,1366.43,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
14:34:57,11/15/2022,7785732621,3790148325,4027.02,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring
9:16:54,2/19/2023,4236621242,8975872723,99.7,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
23:33:03,4/20/2023,3001111475,1493546122,23811.36,UK pounds,UK pounds,UK,UK,Cheque,1,Stacked Bipartite
8:56:21,8/12/2023,520319977,4950186019,4311.73,UK pounds,UK pounds,UK,UK,Cheque,1,Stacked Bipartite
22:09:12,3/6/2023,2322675031,5615316779,334.24,Albanian lek,UK pounds,Albania,UK,Cross-border,0,Normal_Small_Fan_Out
21:33:54,7/3/2023,9884576586,5311881377,7027.85,UK pounds,UK pounds,UK,UK,Cheque,1,Layered_Fan_In
13:42:28,12/19/2022,7754711202,4345836865,1219.86,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
3:04:00,10/20/2022,9397805995,8744741584,2711.77,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
6:23:21,4/14/2023,3207479262,9517922369,3410.01,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
18:05:33,12/6/2022,8307902133,5942373219,2717.35,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
13:03:55,3/8/2023,3417744518,5522779820,1960.92,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
1:32:51,7/14/2023,279188028,5076652791,6585.5,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
21:04:52,4/8/2023,4574851353,8269030164,5996.38,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
16:04:12,8/15/2023,3215318479,6855482173,3132.04,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
13:09:05,2/28/2023,4293938800,1188070210,15833.97,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
13:23:05,11/22/2022,9501681099,330310031,100.81,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
13:50:37,6/13/2023,9772022469,4783094991,2568.77,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
10:49:49,10/20/2022,8316648936,157352479,4523.03,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:31:30,10/16/2022,6190133344,5005494886,10357.13,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
8:38:27,10/28/2022,7608868553,9958407914,6858.88,UK pounds,UK pounds,UK,UK,ACH,1,Fan_In
11:40:39,2/6/2023,4804547771,6633012892,2603.85,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
8:25:24,2/23/2023,1977122470,6152201897,10085.19,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
14:56:07,1/17/2023,9910313856,6123421761,6064.6,UK pounds,UK pounds,UK,UK,ACH,1,Structuring
4:55:42,3/15/2023,7195246201,9254988734,66.21,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
20:50:52,8/17/2023,838065818,1797837579,28933.63391,UK pounds,UK pounds,UK,UK,Credit card,1,Layered_Fan_Out
6:20:17,8/18/2023,8480398203,1535564799,4728.35,UK pounds,Yen,UK,Japan,Cross-border,0,Normal_Fan_Out
10:34:53,12/10/2022,5102301300,1909875660,105.18,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
10:36:45,5/17/2023,9563713061,8227366880,4688.17,UK pounds,UK pounds,UK,UK,Credit card,1,Stacked Bipartite
16:40:43,4/20/2023,8185097615,4306436131,1140.23,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
11:58:34,8/22/2023,3994438152,7840328636,96.1,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
18:01:06,4/5/2023,9815457790,624708438,10694.44,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
5:53:50,11/27/2022,1243655595,6352833292,11471.04,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
21:15:13,11/22/2022,2255212579,6002669342,12073.69,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
19:42:47,6/23/2023,4214635023,6594737784,592.77,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
19:53:54,7/7/2023,177691093,1594196487,340.39,UK pounds,Naira,UK,Nigeria,Cash Withdrawal,1,Cash_Withdrawal
13:27:53,4/3/2023,732129762,7166009903,3885.75,UK pounds,UK pounds,UK,UK,ACH,1,Layered_Fan_Out
13:48:46,7/21/2023,1307572448,413046602,7439.842456,UK pounds,UK pounds,UK,UK,Debit card,1,Stacked Bipartite
21:35:01,5/3/2023,8320925356,276216032,13470.33,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
14:01:38,1/15/2023,5676748007,2191026741,8942.08,UK pounds,UK pounds,UK,UK,ACH,1,Layered_Fan_In
11:28:26,11/9/2022,5102951963,7447346855,21164.14,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
9:47:56,5/22/2023,5733991821,2846020437,1486.65,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
9:58:53,12/20/2022,7873285751,4882017214,7858.31,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
10:49:09,4/4/2023,2014993158,5049305340,5148.665923,UK pounds,Naira,UK,Nigeria,Cross-border,1,Scatter-Gather
4:55:04,6/25/2023,2127789419,3677158722,7958.177103,Swiss franc,Euro,UK,Austria,Cross-border,1,Layered_Fan_Out
13:03:45,1/2/2023,8149907616,8680189296,4948.69,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
11:47:15,6/8/2023,4152049098,5946170167,9405.93,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:05:34,1/11/2023,1650284708,7859972869,8417.34,Euro,Euro,Netherlands,UK,Cross-border,1,Structuring
15:31:59,2/19/2023,4337913115,2347880509,862.85,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
14:57:37,3/25/2023,1996960544,5378837878,6484.57,UK pounds,Naira,UK,Nigeria,Cross-border,1,Stacked Bipartite
7:36:53,8/14/2023,7618451052,7037744518,7209.25,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
20:29:49,4/25/2023,2480585974,3487220354,7564.15,UK pounds,Euro,UK,Austria,Cross-border,0,Normal_Fan_In
20:49:32,6/21/2023,9142652594,9621040927,2551.91,UK pounds,Yen,UK,UK,Debit card,0,Normal_Periodical
15:26:59,6/28/2023,8784566676,3070210668,8890.33,Euro,UK pounds,Italy,UK,Cross-border,0,Normal_Fan_In
11:01:32,2/20/2023,7535537199,4701344767,43933.71528,UK pounds,UK pounds,UK,UK,ACH,1,Layered_Fan_In
11:47:35,12/27/2022,2289004902,9326117807,20610.78,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
2:29:39,6/20/2023,91694185,6486011774,4725.66,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
16:16:44,5/29/2023,2428154426,7170571141,12089.93,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
22:53:58,4/13/2023,5925426236,3395460319,13834.01,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
18:06:10,2/9/2023,7221450424,9060422561,6191.07,Naira,UK pounds,Nigeria,UK,Cross-border,0,Normal_Fan_In
21:05:50,6/12/2023,7561166790,297508985,7886.68,Mexican Peso,UK pounds,Mexico,UK,Cross-border,1,Structuring
20:23:41,4/6/2023,340587706,6872985063,3667.95,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
19:50:39,2/15/2023,391920879,5709569908,4702.36,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring
8:39:33,5/20/2023,2235590128,3961702877,6742.42,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
16:08:39,7/17/2023,1331008057,4238816093,5445.59,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:48:04,4/3/2023,9199140967,4369175604,9366.32,UK pounds,Indian rupee,UK,UK,ACH,1,Fan_In
21:32:07,6/14/2023,5346292707,1042334390,8475.34,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
0:05:43,6/20/2023,5607311289,1521758896,1995.29,UK pounds,Euro,UK,Austria,Cross-border,1,Behavioural_Change_2
23:40:49,11/13/2022,4812086893,6216210380,4467.14,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
18:37:48,3/1/2023,1275365067,9106078153,8926.75,UK pounds,UK pounds,UK,UK,Debit card,1,Gather-Scatter
0:03:20,10/20/2022,6770601554,6128626942,208.67,UK pounds,Naira,UK,Nigeria,Cash Withdrawal,1,Cash_Withdrawal
16:43:36,12/14/2022,2013350717,4971356442,8444.67,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
17:42:30,6/29/2023,254333209,7761687193,7759.05,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
23:31:56,6/21/2023,2790497279,5233495288,22560.49427,Euro,UK pounds,Netherlands,UK,Cross-border,1,Cycle
19:48:22,10/7/2022,9216862356,4627710320,13550.78,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
4:17:42,11/13/2022,5464377535,3899415481,9626.74,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
7:51:05,7/20/2023,9465557041,2082067796,23124.23,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
9:28:29,6/1/2023,2746102210,1594635990,9678.79,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
15:53:22,3/26/2023,8710352973,9890214856,5843.076218,Turkish lira,UK pounds,Turkey,UK,Cross-border,1,Scatter-Gather
21:58:45,2/9/2023,4068676012,9865162400,2113.37,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
22:52:35,12/29/2022,7898367231,1090378407,8879.68,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
15:52:31,8/10/2023,7350260408,4095917483,145.72,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
9:37:25,10/28/2022,1067704948,2058371508,11258.94,Mexican Peso,UK pounds,UK,UK,ACH,1,Fan_In
19:40:02,12/4/2022,2470596478,232488452,8012.833827,UK pounds,UK pounds,UK,UK,ACH,1,Layered_Fan_Out
9:42:07,7/29/2023,7754688015,6508082375,18921.48937,Moroccan dirham,UK pounds,Morocco,UK,Cross-border,1,Cycle
8:17:56,5/7/2023,8665243891,3140946181,2758.26,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
9:28:05,5/6/2023,9266814294,9926135884,73.17,UK pounds,Dirham,UK,UAE,Cash Withdrawal,1,Cash_Withdrawal
17:43:46,3/26/2023,7649191174,73173280,15687.76,UK pounds,Dirham,UK,UAE,Cross-border,1,Behavioural_Change_1
16:12:35,8/16/2023,4929940343,1571242057,67.23,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
9:35:22,11/30/2022,9416949366,1040594777,7282.39,UK pounds,Albanian lek,UK,Albania,Cross-border,1,Behavioural_Change_2
3:40:04,2/27/2023,6452802977,9071278461,7989.09,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
23:04:18,4/2/2023,8764936238,1605606632,8024.49,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
17:26:57,5/19/2023,7907344791,3393659165,6738.07,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
9:20:35,10/10/2022,3979625953,3623327233,5341.83,UK pounds,Euro,UK,Spain,Cross-border,1,Stacked Bipartite
11:20:34,12/22/2022,1970818557,2752081759,6082.73,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
14:44:51,7/20/2023,8394329540,5334788886,3995.52,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
8:51:54,8/1/2023,2146196860,3671883111,125.39,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
6:20:16,6/7/2023,1278425401,4884203204,4683.21,UK pounds,Naira,UK,Nigeria,Cross-border,1,Deposit-Send
13:04:44,11/15/2022,1393796979,6096368517,3082.82,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
12:55:15,2/17/2023,3338185511,4523354520,9048.72,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring
16:33:59,3/26/2023,6068321385,51082711,81.27,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
7:43:39,6/18/2023,1283744664,8826739589,3068.12,UK pounds,UK pounds,UK,UK,Debit card,1,Scatter-Gather
9:47:32,11/21/2022,2154311031,4536103931,8266.82,UK pounds,UK pounds,UK,UK,Credit card,1,Gather-Scatter
17:32:45,1/9/2023,8621886505,8015212920,6712.37,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:40:57,11/6/2022,2820805407,1873312167,146.7,UK pounds,Dirham,UK,UAE,Cash Withdrawal,1,Cash_Withdrawal
5:00:52,5/11/2023,1584692715,1919803564,8966.53,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
9:35:21,5/30/2023,2149790272,545297771,5948.94,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Fan_Out
13:34:17,7/16/2023,2102750507,5997230390,7193.65,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
18:31:48,2/13/2023,6352169675,4689750092,18836.51,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
16:37:10,1/1/2023,2844557963,7968448106,93.12,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
12:14:14,6/20/2023,1216648533,512443344,4660.66,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
5:32:58,2/11/2023,8290285433,4307603555,1109.05,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
8:02:01,4/15/2023,5817384757,5201185567,5590.48,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring
4:14:58,6/21/2023,12735890,5229558527,23027.95,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Mutual
23:59:30,2/17/2023,3758384358,6535573996,509.88,UK pounds,Naira,UK,Nigeria,Cross-border,1,Behavioural_Change_2
21:03:12,2/16/2023,2728271379,9743283090,7451.78,UK pounds,Turkish lira,UK,Turkey,Cross-border,1,Layered_Fan_In
15:13:39,1/9/2023,8214292398,9101431692,3031.95,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,1,Structuring
8:11:55,6/30/2023,690082367,9849218542,13950.21,Euro,Mexican Peso,UK,Mexico,Cross-border,1,Fan_In
18:49:57,3/13/2023,8254182561,5108529656,2198.16,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
18:21:49,7/4/2023,1035732299,8505621917,375.64,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
13:04:20,1/2/2023,3933129163,8310992698,11138.28,UK pounds,Euro,UK,Austria,Cross-border,1,Behavioural_Change_2
22:10:02,7/1/2023,1764716247,2531548770,4157.91,UK pounds,Albanian lek,UK,Albania,Cross-border,1,Structuring
23:11:36,12/12/2022,5803562064,3018072157,10307.48,Indian rupee,Indian rupee,India,India,ACH,1,Bipartite
23:36:01,4/16/2023,7771454558,8143659093,11345.82126,UK pounds,UK pounds,UK,UK,Debit card,1,Cycle
8:14:03,1/31/2023,1144157295,9284772656,2708.17,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
10:09:30,4/29/2023,386178625,9188382243,1294.11,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
21:47:45,1/13/2023,2247370907,2176034287,328.71,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
18:39:33,7/15/2023,6089664965,4077891876,5015.95,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Fan_In
15:23:54,8/15/2023,3837607024,1496694897,4051.36,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
19:36:33,6/21/2023,3219626897,4501535105,1357.37,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
9:55:30,3/7/2023,3784693346,9394647257,13862.99,UK pounds,Euro,UK,Austria,Cross-border,0,Normal_Fan_In
16:10:34,4/28/2023,6570150734,6766509105,9075.32,UK pounds,Dirham,UK,UK,Credit card,1,Fan_In
18:34:08,10/29/2022,6708292258,2458304145,35807.52,UK pounds,UK pounds,UK,UK,Debit card,1,Deposit-Send
11:45:53,10/7/2022,445154846,4497771501,3957.87,UK pounds,Naira,UK,Nigeria,Cross-border,1,Structuring
21:18:56,8/1/2023,2321611797,6942033270,14666.28,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
1:30:27,6/8/2023,8126974238,1960345643,17067.01,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
2:29:59,2/1/2023,720255241,6611717216,552.35,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
21:01:43,3/28/2023,2325999294,420844301,5304.56,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
16:39:27,6/5/2023,3005423770,5020415572,7077.33,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
17:43:28,11/3/2022,8197072010,2935036107,1423.33,UK pounds,Turkish lira,UK,Turkey,Cross-border,1,Behavioural_Change_2
18:15:10,10/23/2022,4708001806,9543913683,4679.41,UK pounds,UK pounds,UK,UK,ACH,1,Structuring
17:16:18,6/29/2023,2756098239,4755204813,7836.733478,UK pounds,UK pounds,UK,UK,Cheque,1,Scatter-Gather
6:44:43,7/7/2023,7221308223,6844529387,3370.41,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring
19:38:18,7/8/2023,6874790878,9304462035,148.05,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
12:42:55,11/30/2022,3936594061,4073728043,454.3,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
23:00:33,3/1/2023,2733277823,8193184390,9943.36,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Deposit-Send
12:28:26,4/6/2023,8603438385,6730092851,194.8,UK pounds,Mexican Peso,UK,Mexico,Cash Withdrawal,1,Cash_Withdrawal
11:19:00,11/14/2022,2091857015,2000454159,1323.68,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
13:37:08,10/8/2022,9902740361,3530086466,9494.56,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
9:22:48,8/7/2023,1139617690,6571049178,901.93,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
12:40:45,12/9/2022,9221637953,1500261924,6011.64,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Fan_Out
3:55:07,3/10/2023,7596828554,1925538445,2459.24,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
10:56:39,3/23/2023,6176090086,2183684435,5316.23,UK pounds,UK pounds,UK,UK,ACH,1,Fan_Out
20:48:24,5/25/2023,4117604438,7904351679,5799.38,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
8:04:12,2/6/2023,5797361704,2784565564,7236.22,UK pounds,UK pounds,UK,UK,Credit card,1,Layered_Fan_In
1:11:30,2/15/2023,8639429967,7834243442,13658.77,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
10:57:22,3/6/2023,2366716701,7951108994,3287.1,UK pounds,UK pounds,UK,UK,ACH,1,Structuring
19:45:30,11/3/2022,2843630248,2052901594,3815.749635,UK pounds,UK pounds,UK,UK,Credit card,1,Layered_Fan_Out
22:01:18,5/23/2023,5626821295,6340676775,6840.09,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:03:07,5/29/2023,5259153470,653291553,12788.02,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
18:09:07,5/9/2023,1149627326,4424000019,5215.12,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
6:01:40,11/16/2022,6901503920,9257052636,67.5,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1,Cash_Withdrawal
